DATAFLOW,INDICATOR: Indicator,REF_AREA: Reference area,LOCATION: Degree of Urbanisation,DEPOSIT: Deposit,ECONOMIC_SECTOR: Economic Sector,PAYMENT_RATIO_TYPE: Payment Ratio Type,EXPENDITURE: Expenditure,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,13497,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,19,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,20,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,19,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,26,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,34,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,40,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,48,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,58,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,74,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,97,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,115,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,135,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,165,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,196,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,280,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,330,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,439,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,541,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2014,775,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2015,983,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,1239,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,1495,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MINING_AND_QUARRYING: Mining And Quarrying,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,1804,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,44,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,49,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,59,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,57,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,58,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,73,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,82,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,93,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,110,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,124,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,164,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,195,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,212,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,230,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,252,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,270,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,294,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,319,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2014,360,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2015,404,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,451,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,505,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,ELECTRICITYGAS_AND_WATER_SUPPLY: Electricitygas And Water Supply,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,567,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,522,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,562,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,635,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,811,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,930,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,1089,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,1160,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,1246,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,1519,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,1904,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,2115,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,2423,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,3102,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,3224,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,3565,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,3961,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,4264,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,TRANSPORTATION_STORAGE_AND_COMMUNICATION: Transportation Storage And Communication,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,4747,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
